notice_id,portal_id,candidate_count,retrieval_time_ms
N005637,P073,2282,0.075
N005645,P240,2509,0.072
N005653,P094,985,0.045
N005661,P180,890,0.029
N005669,P003,1302,0.055
N005677,P195,430,0.029
N005685,P123,46,0.011
N005693,P001,2241,0.087
N005701,P183,1050,0.041
N005709,P002,2127,0.077
N005717,P004,985,0.054
N005725,P005,2116,0.087
N005733,P002,2053,0.093
N005741,P094,3348,0.101
N005749,P006,1665,0.079
N005757,P207,2821,0.094
N005765,P189,1412,0.05
N005773,P198,1141,0.043
N005781,P139,799,0.03
N005789,P002,2126,0.073
N005797,P020,1045,0.044
N005805,P001,2172,0.289
N005813,P115,734,0.049
N005821,P004,1132,0.153
N005829,P034,1638,0.123
N005837,P003,1134,0.071
N005845,P202,385,0.053
N005853,P244,104,0.019
N005861,P003,1240,0.063
N005869,P006,840,0.051
N005877,P005,2149,0.122
N005885,P238,2341,0.088
N005893,P002,2260,0.101
N005901,P154,528,0.036
N005909,P002,2187,0.075
N005917,P057,2057,0.081
N005925,P044,2109,0.07
N005933,P238,1613,0.056
N005941,P002,1982,0.075
N005949,P094,524,0.034
N005957,P004,1186,0.052
N005965,P006,1684,0.074
N005973,P003,1070,0.049
N005981,P069,1791,0.051
N005989,P005,2268,0.108
N005997,P003,1540,0.066
N006005,P020,1416,0.057
N006013,P179,2932,0.081
N006021,P094,1362,0.052
N006029,P232,2262,0.058
N006037,P001,2272,0.13
N006045,P002,2226,0.102
N006053,P004,1303,0.069
N006061,P237,1439,0.051
N006069,P094,1525,0.066
N006077,P002,2171,0.096
N006085,P189,1160,0.049
N006093,P010,1411,0.04
N006101,P229,1114,0.041
N006109,P030,1104,0.033
N006117,P094,2367,0.066
N006125,P180,290,0.026
N006133,P001,2501,0.096
N006141,P148,1762,0.073
N006149,P094,189,0.023
N006157,P046,142,0.014
N006165,P003,1313,0.053
N006173,P056,1384,0.05
N006181,P004,711,0.039
N006189,P003,1658,0.055
N006197,P020,1088,0.033
N006205,P020,2170,0.049
N006213,P005,2234,0.103
N006221,P156,891,0.038
N006229,P094,2473,0.071
N006237,P003,1533,0.068
N006245,P094,1279,0.035
N006253,P200,2085,0.053
N006261,P094,2392,0.084
N006269,P006,888,0.05
N006277,P229,2229,0.068
N006285,P056,2311,0.062
N006293,P002,2176,0.092
N006301,P003,1398,0.068
N006309,P002,2293,0.102
N006317,P235,812,0.036
N006325,P073,1890,0.056
N006333,P006,1294,0.062
N006341,P200,606,0.026
N006349,P001,1351,0.055
N006357,P005,2124,0.1
N006365,P167,2000,0.056
N006373,P204,390,0.029
N006381,P038,1417,0.046
N006389,P020,1381,0.048
N006397,P003,1541,0.061
N006405,P006,1528,0.059
N006413,P215,2416,0.072
N006421,P002,2366,0.129
N006429,P081,1248,0.055
N006437,P004,1703,0.076
N006445,P094,663,0.039
N006453,P136,1194,0.041
N006461,P003,1525,0.055
N006469,P005,2329,0.081
N006477,P005,1843,0.086
N006485,P073,2778,0.068
N006493,P240,876,0.046
N006501,P001,2116,0.085
N006509,P121,3010,0.091
N006517,P257,2035,0.071
N006525,P025,1946,0.05
N006533,P240,1521,0.041
N006541,P003,1402,0.073
N006549,P002,1534,0.059
N006557,P003,720,0.039
N006565,P227,935,0.036
N006573,P047,341,0.021
N006581,P207,2013,0.04
N006589,P146,461,0.025
N006597,P044,123,0.011
N006605,P139,2644,0.057
N006613,P006,1667,0.068
N006621,P189,2042,0.052
N006629,P094,2671,0.093
N006637,P003,1767,0.088
N006645,P002,2337,0.097
N006653,P002,2121,0.088
N006661,P240,1473,0.06
N006669,P222,2122,0.052
N006677,P006,947,0.042
N006685,P002,2124,0.073
N006693,P240,333,0.028
N006701,P086,2657,0.063
N006709,P094,487,0.035
N006717,P094,2471,0.055
N006725,P076,1434,0.054
N006733,P020,1531,0.047
N006741,P077,217,0.026
N006749,P181,332,0.019
N006757,P094,2703,0.055
N006765,P240,909,0.041
N006773,P002,2242,0.098
N006781,P003,866,0.051
N006789,P024,1261,0.039
N006797,P100,1214,0.046
N006805,P003,1422,0.043
N006813,P129,735,0.036
N006821,P094,2547,0.055
N006829,P006,1309,0.065
N006837,P141,2142,0.064
N006845,P215,1159,0.043
N006853,P088,1057,0.037
N006861,P003,1521,0.063
N006869,P002,2152,0.088
N006877,P004,1390,0.049
N006885,P001,2279,0.118
N006893,P003,1837,0.093
N006901,P217,195,0.023
N006909,P094,1740,0.042
N006917,P020,561,0.033
N006925,P005,2113,0.077
N006933,P187,201,0.024
N006941,P020,552,0.02
N006949,P190,3000,0.069
N006957,P105,2562,0.09
N006965,P094,2119,0.056
N006973,P004,1622,0.071
N006981,P068,3045,0.074
N006989,P002,2242,0.115
N006997,P214,826,0.039
N007005,P004,1540,0.049
N007013,P004,1514,0.059
N007021,P003,1144,0.046
N007029,P114,1903,0.039
N007037,P094,263,0.025
N007045,P227,406,0.018
N007053,P006,754,0.027
N007061,P003,1132,0.038
N007069,P020,748,0.027
N007077,P207,833,0.029
N007085,P003,800,0.037
N007093,P119,387,0.019
N007101,P006,1896,0.077
N007109,P002,2293,0.091
N007117,P002,1923,0.063
N007125,P004,1278,0.064
N007133,P181,522,0.031
N007141,P091,719,0.022
N007149,P005,2355,0.127
N007157,P170,1623,0.057
N007165,P002,2120,0.084
N007173,P046,119,0.024
N007181,P089,1213,0.036
N007189,P014,1596,0.054
N007197,P001,2396,0.129
N007205,P061,1397,0.062
N007213,P003,1533,0.06
N007221,P253,1605,0.054
N007229,P001,2219,0.099
N007237,P227,1645,0.066
N007245,P006,1846,0.08
N007253,P215,1053,0.04
N007261,P232,1943,0.046
N007269,P094,756,0.036
N007277,P002,2203,0.087
N007285,P110,1373,0.055
N007293,P075,512,0.026
N007301,P051,566,0.02
N007309,P003,1038,0.039
N007317,P094,223,0.019
N007325,P153,1960,0.041
N007333,P199,600,0.032
N007341,P013,149,0.015
N007349,P181,2536,0.062
N007357,P231,2382,0.072
N007365,P001,2313,0.101
N007373,P094,915,0.044
N007381,P004,1436,0.059
N007389,P004,1302,0.041
N007397,P096,556,0.027
N007405,P020,2718,0.063
N007413,P011,22,0.024
N007421,P094,675,0.024
N007429,P001,2205,0.078
N007437,P166,1212,0.047
N007445,P208,2739,0.069
N007453,P168,206,0.031
N007461,P003,1092,0.04
N007469,P088,2091,0.051
N007477,P001,1862,0.079
N007485,P006,1721,0.07
N007493,P105,458,0.026
N007501,P138,712,0.022
N007509,P002,1981,0.057
N007517,P240,2189,0.059
N007525,P202,181,0.021
N007533,P005,2535,0.108
N007541,P020,1587,0.054
N007549,P240,1665,0.062
N007557,P003,1546,0.06
N007565,P164,1014,0.036
N007573,P088,2882,0.08
N007581,P006,1183,0.065
N007589,P043,699,0.027
N007597,P001,1399,0.044
N007605,P001,2167,0.082
N007613,P077,1975,0.055
N007621,P113,2029,0.065
N007629,P044,215,0.021
N007637,P005,2218,0.092
N007645,P030,2931,0.098
N007653,P058,3026,0.1
N007661,P141,2963,0.109
N007669,P094,523,0.035
N007677,P231,1867,0.047
N007685,P056,2034,0.066
N007693,P004,1035,0.05
N007701,P005,2288,0.095
N007709,P094,1519,0.055
N007717,P002,2272,0.097
N007725,P179,1270,0.045
N007733,P001,2210,0.079
N007741,P029,876,0.041
N007749,P003,1678,0.068
N007757,P094,1751,0.062
N007765,P215,534,0.029
N007773,P097,2172,0.05
N007781,P001,2257,0.101
N007789,P020,685,0.042
N007797,P006,1741,0.073
N007805,P020,2600,0.069
N007813,P001,2071,0.102
N007821,P142,122,0.025
N007829,P002,2110,0.077
N007837,P020,790,0.038
N007845,P006,1637,0.063
N007853,P094,1881,0.066
N007861,P002,2407,0.122
N007869,P238,2882,0.089
N007877,P180,778,0.04
N007885,P139,1145,0.028
N007893,P160,2016,0.044
N007901,P004,1343,0.061
N007909,P001,1410,0.061
N007917,P241,778,0.036
N007925,P001,2186,0.094
N007933,P003,1406,0.064
N007941,P006,1706,0.064
N007949,P059,955,0.037
N007957,P240,2180,0.052
N007965,P002,2183,0.109
N007973,P210,1181,0.045
N007981,P027,1577,0.052
N007989,P049,2155,0.053
N007997,P197,2051,0.056
N008005,P001,2034,0.079
N008013,P122,1875,0.065
N008021,P020,1178,0.046
N008029,P094,1848,0.162
N008037,P129,1343,0.157
N008045,P002,2030,0.117
N008053,P216,1921,0.101
N008061,P228,1122,0.054
N008069,P202,2308,0.069
N008077,P250,1461,0.061
N008085,P003,1410,0.079
N008093,P055,1916,0.046
N008101,P026,1012,0.039
N008109,P219,839,0.033
N008117,P189,2384,0.057
N008125,P003,1178,0.062
N008133,P136,1494,0.048
N008141,P228,2314,0.065
N008149,P006,1547,0.068
N008157,P004,926,0.046
N008165,P241,1410,0.037
N008173,P207,192,0.02
N008181,P189,1396,0.041
N008189,P159,1948,0.049
N008197,P225,855,0.038
N008205,P004,1016,0.037
N008213,P215,431,0.02
N008221,P001,1598,0.065
N008229,P207,1168,0.043
N008237,P227,1300,0.039
N008245,P003,1197,0.055
N008253,P103,2268,0.068
N008261,P001,2209,0.075
N008269,P001,2428,0.127
N008277,P183,1233,0.043
N008285,P002,2265,0.086
N008293,P004,744,0.039
N008301,P179,3151,0.094
N008309,P094,2615,0.071
N008317,P094,2795,0.078
N008325,P257,2314,0.072
N008333,P063,433,0.029
N008341,P240,1097,0.025
N008349,P001,2202,0.088
N008357,P070,790,0.037
N008365,P094,1081,0.035
N008373,P239,836,0.03
N008381,P004,728,0.034
N008389,P221,85,0.015
N008397,P004,783,0.033
N008405,P006,1763,0.067
N008413,P041,2283,0.061
N008421,P040,2680,0.074
N008429,P003,1544,0.066
N008437,P094,993,0.034
N008445,P004,1432,0.047
N008453,P002,1900,0.073
N008461,P020,900,0.036
N008469,P257,1108,0.028
N008477,P216,1652,0.06
N008485,P159,1532,0.05
N008493,P240,721,0.028
N008501,P094,2144,0.046
N008509,P201,851,0.034
N008517,P004,1251,0.053
N008525,P212,952,0.036
N008533,P094,2044,0.056
N008541,P005,2292,0.113
N008549,P020,1564,0.048
N008557,P136,431,0.028
N008565,P006,1207,0.048
N008573,P191,345,0.026
N008581,P094,1593,0.045
N008589,P006,1624,0.057
N008597,P240,1049,0.035
N008605,P094,1165,0.035
N008613,P229,1194,0.036
N008621,P002,2052,0.075
N008629,P232,758,0.039
N008637,P240,2222,0.052
N008645,P001,2205,0.115
N008653,P094,1558,0.05
N008661,P008,87,0.019
N008669,P020,325,0.019
N008677,P174,737,0.027
N008685,P004,1549,0.062
N008693,P094,1020,0.036
N008701,P020,1279,0.039
N008709,P175,417,0.027
N008717,P004,874,0.041
N008725,P181,789,0.033
N008733,P025,123,0.016
N008741,P001,2282,0.102
N008749,P001,2141,0.088
N008757,P001,2258,0.102
N008765,P240,1680,0.059
N008773,P020,261,0.022
N008781,P026,2897,0.078
N008789,P167,1155,0.041
N008797,P139,995,0.038
N008805,P242,2220,0.056
N008813,P002,2210,0.095
N008821,P105,2019,0.053
N008829,P004,1057,0.048
N008837,P002,2040,0.085
N008845,P230,2174,0.062
N008853,P213,2897,0.081
N008861,P199,2678,0.073
N008869,P097,1148,0.056
N008877,P002,2260,0.096
N008885,P228,2361,0.063
N008893,P003,1165,0.062
N008901,P004,1238,0.053
N008909,P006,1492,0.06
N008917,P052,1779,0.051
N008925,P088,788,0.035
N008933,P215,2479,0.065
N008941,P044,2064,0.061
N008949,P253,1431,0.05
N008957,P223,1596,0.046
N008965,P006,1576,0.062
N008973,P005,2257,0.11
N008981,P093,1184,0.049
N008989,P005,2323,0.09
N008997,P094,427,0.032
N009005,P094,1630,0.045
N009013,P240,2366,0.06
N009021,P005,2266,0.103
N009029,P258,989,0.046
N009037,P004,1476,0.054
N009045,P061,1704,0.059
N009053,P094,1627,0.057
N009061,P026,1315,0.037
N009069,P005,2730,0.137
N009077,P005,1995,0.068
N009085,P001,2289,0.127
N009093,P001,2744,0.146
N009101,P007,680,0.048
N009109,P006,521,0.026
N009117,P141,2629,0.064
N009125,P221,141,0.026
N009133,P003,1282,0.05
N009141,P129,1258,0.044
N009149,P094,775,0.034
N009157,P020,2090,0.044
N009165,P200,2258,0.064
N009173,P006,1251,0.057
N009181,P221,100,0.018
N009189,P006,1383,0.053
N009197,P002,2408,0.117
N009205,P005,2353,0.136
N009213,P004,1682,0.077
N009221,P005,2156,0.067
N009229,P094,2403,0.067
N009237,P006,510,0.036
N009245,P253,875,0.03
N009253,P227,1832,0.053
N009261,P094,1963,0.048
N009269,P094,573,0.027
N009277,P044,1752,0.049
N009285,P004,1588,0.061
N009293,P240,983,0.035
N009301,P020,1996,0.044
N009309,P094,1704,0.056
N009317,P005,2089,0.083
N009325,P146,1562,0.052
N009333,P005,2333,0.095
N009341,P096,367,0.03
N009349,P136,1479,0.032
N009357,P194,725,0.036
N009365,P002,2212,0.085
N009373,P105,1786,0.053
N009381,P240,2313,0.081
N009389,P189,325,0.037
N009397,P004,1565,0.048
N009405,P005,2333,0.1
N009413,P047,455,0.033
N009421,P004,1550,0.055
N009429,P002,2261,0.103
N009437,P004,986,0.046
N009445,P001,2428,0.083
N009453,P006,1222,0.064
N009461,P002,2371,0.118
N009469,P002,2340,0.107
N009477,P006,1249,0.059
N009485,P004,866,0.041
N009493,P002,2289,0.101
N009501,P094,2095,0.06
N009509,P146,1395,0.051
N009517,P081,1164,0.039
N009525,P094,1498,0.044
N009533,P094,1877,0.048
N009541,P020,1986,0.048
N009549,P006,1026,0.044
N009557,P005,2435,0.127
N009565,P165,1409,0.047
N009573,P002,2333,0.085
N009581,P146,166,0.026
N009589,P001,2101,0.075
N009597,P073,690,0.043
N009605,P006,1203,0.038
N009613,P241,1224,0.044
N009621,P094,2248,0.054
N009629,P092,511,0.028
N009637,P056,1337,0.04
N009645,P242,3465,0.098
N009653,P232,183,0.035
N009661,P094,2013,0.042
N009669,P094,167,0.025
N009677,P094,2913,0.074
N009685,P136,2993,0.098
N009693,P026,2355,0.105
N009701,P196,2000,0.058
N009709,P050,3343,0.16
N009717,P002,1790,0.106
N009725,P094,821,0.042
N009733,P069,2716,0.063
N009741,P003,1520,0.058
N009749,P001,2254,0.09
N009757,P001,2160,0.086
N009765,P001,2141,0.088
N009773,P002,2252,0.113
N009781,P240,492,0.032
N009789,P001,2201,0.078
N009797,P216,1979,0.064
N009805,P240,434,0.025
N009813,P001,2244,0.07
N009821,P044,524,0.033
N009829,P001,2314,0.123
N009837,P013,218,0.03
N009845,P001,2260,0.108
N009853,P003,1077,0.057
N009861,P170,1516,0.05
N009869,P057,551,0.031
N009877,P006,1823,0.076
N009885,P001,1570,0.062
N009893,P094,1142,0.038
N009901,P006,565,0.029
N009909,P106,1306,0.031
N009917,P097,1994,0.065
N009925,P094,1095,0.04
N009933,P189,1202,0.038
N009941,P153,82,0.018
N009949,P006,887,0.033
N009957,P002,1665,0.064
N009965,P255,620,0.034
N009973,P016,125,0.013
N009981,P002,2182,0.099
N009989,P094,2209,0.06
N009997,P041,1026,0.041
N010005,P117,119,0.015
N010013,P228,154,0.011
N010021,P020,3193,0.071
N010029,P179,1993,0.064
N010037,P001,2259,0.095
N010045,P227,1866,0.068
N010053,P004,981,0.043
N010061,P006,1319,0.04
N010069,P003,1319,0.058
N010077,P006,820,0.039
N010085,P006,1019,0.034
N010093,P005,2067,0.1
N010101,P001,2281,0.11
N010109,P003,1608,0.072
N010117,P054,2375,0.057
N010125,P094,1207,0.042
N010133,P187,1123,0.033
N010141,P002,2292,0.155
N010149,P094,1391,0.069
N010157,P091,2484,0.093
N010165,P003,1564,0.075
N010173,P227,268,0.025
N010181,P001,2318,0.124
N010189,P240,2460,0.087
N010197,P102,2498,0.072
N010205,P240,614,0.046
N010213,P006,803,0.036
N010221,P003,1697,0.074
N010229,P044,2362,0.062
N010237,P005,1936,0.073
N010245,P005,2028,0.114
N010253,P005,2440,0.143
N010261,P001,2028,0.204
N010269,P013,1912,0.147
N010277,P139,2988,0.125
N010285,P069,1335,0.067
N010293,P135,1356,0.043
N010301,P005,2391,0.121
N010309,P004,1410,0.094
N010317,P021,1225,0.057
N010325,P094,740,0.039
N010333,P013,30,0.016
N010341,P196,525,0.019
N010349,P086,508,0.024
N010357,P001,2041,0.064
N010365,P094,2010,0.05
N010373,P240,2661,0.094
N010381,P044,1694,0.061
N010389,P240,852,0.037
N010397,P094,2724,0.07
N010405,P006,993,0.055
N010413,P001,2484,0.108
N010421,P002,1990,0.08
N010429,P077,984,0.044
N010437,P005,2099,0.092
N010445,P031,252,0.029
N010453,P240,2042,0.044
N010461,P005,2261,0.114
N010469,P044,2137,0.064
N010477,P028,1259,0.055
N010485,P004,1602,0.072
N010493,P031,1139,0.045
N010501,P020,1731,0.046
N010509,P006,844,0.053
N010517,P094,1376,0.034
N010525,P094,2299,0.061
N010533,P094,3044,0.085
N010541,P161,1190,0.056
N010549,P136,758,0.036
N010557,P181,2091,0.054
N010565,P094,2614,0.079
N010573,P241,1333,0.049
N010581,P002,2348,0.106
N010589,P044,330,0.034
N010597,P001,2416,0.117
N010605,P247,1792,0.069
N010613,P031,1891,0.057
N010621,P094,1243,0.053
N010629,P006,958,0.045
N010637,P006,1870,0.076
N010645,P117,182,0.027
N010653,P094,2492,0.069
N010661,P004,1400,0.056
N010669,P094,618,0.033
N010677,P146,2340,0.075
N010685,P013,169,0.028
N010693,P003,1561,0.063
N010701,P189,1531,0.052
N010709,P060,1985,0.049
N010717,P004,851,0.046
N010725,P001,2267,0.102
N010733,P244,227,0.029
N010741,P094,1019,0.033
N010749,P094,1364,0.046
N010757,P020,2187,0.051
N010765,P021,2028,0.068
N010773,P240,2293,0.054
N010781,P181,519,0.034
N010789,P161,377,0.022
N010797,P013,148,0.015
N010805,P094,672,0.019
N010813,P001,2302,0.098
N010821,P003,1945,0.083
N010829,P006,1504,0.059
N010837,P006,1078,0.052
N010845,P005,2125,0.081
N010853,P006,1075,0.052
N010861,P236,1689,0.048
N010869,P200,1519,0.055
N010877,P238,3456,0.109
N010885,P003,1385,0.067
N010893,P153,212,0.022
N010901,P106,989,0.028
N010909,P003,1366,0.056
N010917,P002,2067,0.088
N010925,P181,462,0.037
N010933,P061,1402,0.04
N010941,P026,2884,0.08
N010949,P215,444,0.039
N010957,P240,2226,0.05
N010965,P004,1244,0.062
N010973,P198,2341,0.058
N010981,P094,1640,0.066
N010989,P022,46,0.019
N010997,P015,143,0.01
N011005,P112,2643,0.082
N011013,P189,1387,0.061
N011021,P004,1098,0.045
N011029,P001,2151,0.089
N011037,P048,3124,0.11
N011045,P189,1304,0.05
N011053,P006,1223,0.058
N011061,P020,1412,0.051
N011069,P240,2159,0.051
N011077,P028,1530,0.05
N011085,P096,1465,0.05
N011093,P123,152,0.021
N011101,P082,2833,0.064
N011109,P001,2332,0.135
N011117,P044,2531,0.078
N011125,P002,2331,0.122
N011133,P004,1556,0.084
N011141,P094,784,0.036
N011149,P147,2669,0.066
N011157,P002,2253,0.106
N011165,P005,2321,0.137
N011173,P020,2323,0.063
N011181,P025,76,0.026
N011189,P094,783,0.029
N011197,P020,2468,0.068
N011205,P229,1563,0.056
N011213,P020,152,0.021
N011221,P116,505,0.017
N011229,P094,378,0.019
N011237,P004,1536,0.051
N011245,P002,1713,0.072
N011253,P001,2170,0.088
N011261,P181,2378,0.092
N011269,P001,1551,0.07
N011277,P257,2392,0.073
N011285,P003,1597,0.077
N011293,P001,2619,0.133
N011301,P020,1208,0.095
N011309,P096,217,0.023
N011317,P167,1473,0.04
N011325,P232,955,0.038
N011333,P005,2166,0.086
N011341,P223,2185,0.059
N011349,P005,2012,0.104
N011357,P005,2078,0.093
N011365,P004,765,0.046
N011373,P162,924,0.035
N011381,P217,777,0.032
N011389,P094,2622,0.059
N011397,P249,1217,0.055
N011405,P081,1558,0.043
N011413,P006,1760,0.078
N011421,P003,1025,0.046
N011429,P214,2088,0.057
N011437,P053,2235,0.074
N011445,P094,1016,0.047
N011453,P204,1654,0.051
N011461,P002,2258,0.103
N011469,P005,2332,0.127
N011477,P087,1156,0.044
N011485,P003,830,0.043
N011493,P020,1930,0.04
N011501,P003,970,0.04
N011509,P005,2554,0.102
N011517,P004,2084,0.101
N011525,P214,1286,0.045
N011533,P006,876,0.038
N011541,P094,2396,0.069
N011549,P020,2906,0.089
N011557,P181,2055,0.059
N011565,P006,1681,0.076
N011573,P231,1066,0.044
N011581,P058,2651,0.065
N011589,P136,2480,0.068
N011597,P250,2069,0.072
N011605,P219,321,0.029
N011613,P005,2115,0.094
N011621,P151,1967,0.052
N011629,P002,2432,0.121
N011637,P002,2277,0.112
N011645,P160,1086,0.049
N011653,P004,2128,0.103
N011661,P094,494,0.035
N011669,P028,844,0.026
N011677,P094,1972,0.045
N011685,P003,1171,0.056
N011693,P094,1796,0.05
N011701,P239,2231,0.054
N011709,P208,1112,0.049
N011717,P028,2662,0.094
N011725,P013,61,0.027
N011733,P255,1625,0.044
N011741,P141,2207,0.063
N011749,P002,2287,0.102
N011757,P003,1674,0.076
N011765,P240,1170,0.042
N011773,P020,2676,0.066
N011781,P020,1708,0.063
N011789,P005,2131,0.083
N011797,P094,494,0.035
N011805,P094,1978,0.042
N011813,P221,199,0.024
N011821,P067,262,0.013
N011829,P020,1252,0.037
N011837,P057,1221,0.039
N011845,P001,2290,0.115
N011853,P001,2172,0.087
N011861,P116,1201,0.045
N011869,P002,1029,0.046
N011877,P005,2144,0.073
N011885,P006,1865,0.077
N011893,P124,419,0.027
N011901,P006,1626,0.061
N011909,P240,2789,0.073
N011917,P044,1256,0.046
N011925,P001,2186,0.075
N011933,P004,1751,0.078
N011941,P215,913,0.035
N011949,P005,2156,0.071
N011957,P027,1261,0.048
N011965,P111,2352,0.095
N011973,P240,1847,0.054
N011981,P217,650,0.032
N011989,P003,1341,0.054
N011997,P136,148,0.022
N000006,P069,2067,0.043
N000014,P094,1760,0.065
N000022,P235,1181,0.041
N000030,P021,1324,0.039
N000038,P020,2676,0.068
N000046,P005,2126,0.095
N000054,P141,2391,0.086
N000062,P172,226,0.028
N000070,P002,2366,0.085
N000078,P153,79,0.026
N000086,P004,1677,0.06
N000094,P069,1980,0.055
N000102,P094,398,0.029
N000110,P239,459,0.023
N000118,P004,1401,0.051
N000126,P221,172,0.02
N000134,P020,2210,0.049
N000142,P240,1134,0.035
N000150,P232,3370,0.207
N000158,P221,202,0.04
N000166,P174,1363,0.039
N000174,P098,2593,0.065
N000182,P006,1196,0.072
N000190,P207,1568,0.054
N000198,P003,1425,0.068
N000206,P215,1314,0.039
N000214,P240,2173,0.065
N000222,P163,1189,0.04
N000230,P002,2185,0.095
N000238,P094,482,0.035
N000246,P232,1287,0.034
N000254,P001,2542,0.09
N000262,P006,701,0.042
N000270,P006,1798,0.071
N000278,P073,1823,0.062
N000286,P002,2241,0.114
N000294,P002,1204,0.057
N000302,P001,2393,0.089
N000310,P088,2544,0.076
N000318,P002,2164,0.102
N000326,P006,1313,0.068
N000334,P167,1220,0.039
N000342,P004,1059,0.038
N000350,P096,468,0.024
N000358,P222,2003,0.041
N000366,P005,2186,0.44
N000374,P100,757,0.082
N000382,P003,1267,0.086
N000390,P146,1955,0.082
N000398,P005,2146,0.1
N000406,P094,1065,0.066
N000414,P215,1766,0.094
N000422,P001,2212,0.104
N000430,P001,2006,0.075
N000438,P075,1591,0.053
N000446,P004,568,0.038
N000454,P217,1047,0.027
N000462,P233,181,0.02
N000470,P024,812,0.03
N000478,P240,251,0.023
N000486,P082,974,0.036
N000494,P006,1737,0.064
N000502,P004,1493,0.065
N000510,P008,264,0.025
N000518,P005,2073,0.066
N000526,P006,1439,0.058
N000534,P002,2275,0.095
N000542,P094,478,0.036
N000550,P002,2083,0.075
N000558,P031,1816,0.068
N000566,P005,2279,0.112
N000574,P003,1420,0.065
N000582,P005,2163,0.085
N000590,P180,369,0.031
N000598,P005,2324,0.123
N000606,P003,1310,0.067
N000614,P002,2038,0.067
N000622,P044,1180,0.134
N000630,P001,1746,0.099
N000638,P240,595,0.036
N000646,P131,713,0.027
N000654,P004,1844,0.09
N000662,P006,1886,0.091
N000670,P094,2956,0.099
N000678,P020,1379,0.064
N000686,P181,1707,0.06
N000694,P199,411,0.027
N000702,P004,1434,0.062
N000710,P060,1278,0.053
N000718,P001,1982,0.1
N000726,P094,1159,0.048
N000734,P002,2267,0.117
N000742,P018,614,0.041
N000750,P002,1286,0.048
N000758,P005,2138,0.083
N000766,P013,381,0.03
N000774,P094,2671,0.071
N000782,P003,1636,0.079
N000790,P195,2279,0.056
N000798,P004,1475,0.061
N000806,P240,1620,0.057
N000814,P003,508,0.034
N000822,P001,2296,0.094
N000830,P229,2189,0.065
N000838,P001,1972,0.111
N000846,P094,547,0.038
N000854,P254,206,0.017
N000862,P152,2639,0.067
N000870,P225,364,0.036
N000878,P225,2561,0.082
N000886,P173,150,0.028
N000894,P006,672,0.027
N000902,P188,642,0.032
N000910,P001,2378,0.11
N000918,P088,1986,0.074
N000926,P001,2180,0.098
N000934,P006,1121,0.057
N000942,P091,185,0.018
N000950,P240,651,0.026
N000958,P200,2641,0.067
N000966,P005,975,0.053
N000974,P094,1616,0.053
N000982,P102,679,0.033
N000990,P003,1336,0.046
N000998,P241,2387,0.058
N001006,P046,196,0.028
N001014,P002,2537,0.118
N001022,P026,1075,0.048
N001030,P044,348,0.024
N001038,P003,659,0.032
N001046,P020,1916,0.04
N001054,P002,1295,0.057
N001062,P020,856,0.038
N001070,P006,1529,0.063
N001078,P004,1645,0.067
N001086,P005,2249,0.114
N001094,P217,510,0.032
N001102,P005,1943,0.071
N001110,P225,1046,0.041
N001118,P129,1309,0.045
N001126,P131,793,0.029
N001134,P003,1507,0.063
N001142,P107,63,0.018
N001150,P232,1990,0.039
N001158,P003,2044,0.116
N001166,P004,1486,0.059
N001174,P188,531,0.029
N001182,P241,1873,0.053
N001190,P192,2730,0.069
N001198,P006,1035,0.052
N001206,P006,1081,0.045
N001214,P002,1608,0.057
N001222,P005,2224,0.105
N001230,P098,685,0.04
N001238,P001,2244,0.095
N001246,P179,1193,0.042
N001254,P006,962,0.042
N001262,P007,621,0.034
N001270,P044,614,0.027
N001278,P094,2294,0.054
N001286,P003,792,0.042
N001294,P003,659,0.032
N001302,P005,2085,0.08
N001310,P005,2414,0.133
N001318,P020,1958,0.074
N001326,P002,1433,0.056
N001334,P006,948,0.041
N001342,P057,1658,0.044
N001350,P003,563,0.035
N001358,P094,1301,0.041
N001366,P189,950,0.038
N001374,P004,1280,0.056
N001382,P227,1247,0.043
N001390,P088,753,0.031
N001398,P046,1940,0.04
N001406,P002,2212,0.086
N001414,P094,145,0.028
N001422,P142,240,0.014
N001430,P246,2479,0.068
N001438,P094,814,0.045
N001446,P006,1303,0.057
N001454,P004,866,0.041
N001462,P044,2280,0.055
N001470,P094,350,0.029
N001478,P002,2125,0.077
N001486,P020,1617,0.102
N001494,P094,3163,0.122
N001502,P158,2511,0.099
N001510,P002,2113,0.093
N001518,P006,1602,0.072
N001526,P094,2348,0.059
N001534,P069,684,0.042
N001542,P027,1621,0.045
N001550,P013,114,0.021
N001558,P026,1809,0.054
N001566,P255,652,0.039
N001574,P175,1447,0.042
N001582,P094,2260,0.069
N001590,P001,2202,0.109
N001598,P094,651,0.079
N001606,P005,1776,0.085
N001614,P001,2230,0.106
N001622,P071,286,0.033
N001630,P020,2425,0.116
N001638,P136,2882,0.1
N001646,P094,1593,0.073
N001654,P096,1659,0.053
N001662,P215,1161,0.051
N001670,P003,1238,0.061
N001678,P003,1332,0.056
N001686,P094,896,0.04
N001694,P001,2295,0.104
N001702,P006,1172,0.065
N001710,P005,2153,0.08
N001718,P094,951,0.041
N001726,P016,54,0.015
N001734,P147,1129,0.023
N001742,P094,585,0.031
N001750,P227,1517,0.053
N001758,P053,334,0.03
N001766,P023,2375,0.068
