notice_id,portal_id,candidate_count,retrieval_time_ms
N010031,P215,1644,0.055
N010039,P004,1633,0.072
N010047,P094,539,0.03
N010055,P065,234,0.016
N010063,P136,2066,0.042
N010071,P005,2315,0.096
N010079,P005,2141,0.085
N010087,P020,2660,0.073
N010095,P122,2038,0.059
N010103,P001,2172,0.083
N010111,P001,2373,0.111
N010119,P003,1006,0.051
N010127,P006,918,0.052
N010135,P094,2154,0.051
N010143,P094,545,0.085
N010151,P003,1717,0.111
N010159,P006,1501,0.071
N010167,P227,2590,0.094
N010175,P001,2196,0.115
N010183,P002,2413,0.127
N010191,P094,435,0.04
N010199,P094,2021,0.042
N010207,P006,1661,0.07
N010215,P001,2367,0.118
N010223,P004,1845,0.093
N010231,P001,2167,0.089
N010239,P141,820,0.049
N010247,P227,1206,0.034
N010255,P094,1605,0.053
N010263,P044,1280,0.066
N010271,P094,2038,0.073
N010279,P238,1775,0.098
N010287,P236,1399,0.073
N010295,P003,1598,0.115
N010303,P002,2199,0.092
N010311,P005,2160,0.108
N010319,P112,1082,0.058
N010327,P005,2161,0.08
N010335,P002,2007,0.077
N010343,P098,551,0.028
N010351,P006,1437,0.054
N010359,P260,929,0.038
N010367,P216,1425,0.051
N010375,P176,2615,0.078
N010383,P004,776,0.051
N010391,P044,630,0.032
N010399,P207,2711,0.069
N010407,P247,1766,0.056
N010415,P232,1073,0.043
N010423,P240,1315,0.042
N010431,P041,2374,0.071
N010439,P001,2156,0.089
N010447,P240,2370,0.066
N010455,P153,140,0.027
N010463,P122,1141,0.029
N010471,P207,1061,0.038
N010479,P094,2422,0.059
N010487,P189,476,0.034
N010495,P005,2483,0.323
N010503,P240,2323,0.078
N010511,P020,2503,0.087
N010519,P142,99,0.029
N010527,P232,2312,0.054
N010535,P005,1575,0.069
N010543,P087,1055,0.047
N010551,P094,572,0.03
N010559,P094,301,0.022
N010567,P115,2619,0.077
N010575,P024,1333,0.047
N010583,P006,1313,0.041
N010591,P120,487,0.025
N010599,P203,2659,0.059
N010607,P005,2303,0.132
N010615,P020,1900,0.063
N010623,P195,899,0.04
N010631,P028,1104,0.037
N010639,P001,1607,0.069
N010647,P003,1163,0.043
N010655,P003,1551,0.062
N010663,P094,537,0.033
N010671,P094,2532,0.069
N010679,P167,2346,0.085
N010687,P005,2145,0.103
N010695,P005,2082,0.087
N010703,P058,2571,0.081
N010711,P224,1703,0.064
N010719,P227,1146,0.046
N010727,P056,2638,0.067
N010735,P094,1399,0.056
N010743,P240,778,0.036
N010751,P044,1354,0.044
N010759,P003,1471,0.063
N010767,P094,2096,0.065
N010775,P094,2069,0.054
N010783,P020,1757,0.047
N010791,P094,2152,0.051
N010799,P020,210,0.029
N010807,P003,1580,0.039
N010815,P183,1487,0.057
N010823,P004,1832,0.078
N010831,P004,1502,0.064
N010839,P117,190,0.021
N010847,P120,769,0.027
N010855,P003,922,0.043
N010863,P202,407,0.019
N010871,P245,209,0.014
N010879,P167,1830,0.045
N010887,P088,242,0.02
N010895,P006,1825,0.073
N010903,P042,2521,0.068
N010911,P215,2035,0.056
N010919,P004,1533,0.06
N010927,P120,1030,0.036
N010935,P002,2063,0.06
N010943,P005,2233,0.111
N010951,P199,2939,0.084
N010959,P088,835,0.042
N010967,P003,1418,0.049
N010975,P031,2203,0.055
N010983,P094,948,0.04
N010991,P200,518,0.026
N010999,P240,1470,0.045
N011007,P020,1564,0.05
N011015,P181,988,0.041
N011023,P088,807,0.027
N011031,P215,163,0.017
N011039,P004,1588,0.055
N011047,P045,797,0.038
N011055,P001,2284,0.112
N011063,P094,813,0.048
N011071,P001,2185,0.108
N011079,P002,2042,0.092
N011087,P044,2466,0.08
N011095,P182,1155,0.049
N011103,P098,482,0.023
N011111,P002,2134,0.082
N011119,P092,2533,0.084
N011127,P004,802,0.048
N011135,P122,1542,0.052
N011143,P002,2249,0.104
N011151,P005,2408,0.104
N011159,P094,884,0.042
N011167,P013,216,0.018
N011175,P131,212,0.014
N011183,P001,2246,0.107
N011191,P002,2391,0.122
N011199,P164,1015,0.045
N011207,P003,636,0.036
N011215,P002,2249,0.104
N011223,P197,1084,0.041
N011231,P098,1941,0.043
N011239,P094,2049,0.05
N011247,P094,964,0.04
N011255,P167,606,0.028
N011263,P116,2409,0.091
N011271,P215,2192,0.066
N011279,P004,1588,0.071
N011287,P002,2299,0.119
N011295,P227,568,0.035
N011303,P004,1635,0.057
N011311,P004,1167,0.052
N011319,P026,1458,0.055
N011327,P221,107,0.02
N011335,P004,1115,0.038
N011343,P002,2138,0.076
N011351,P209,129,0.025
N011359,P013,124,0.011
N011367,P136,2032,0.043
N011375,P207,1037,0.045
N011383,P005,2399,0.098
N011391,P094,432,0.033
N011399,P094,2187,0.05
N011407,P225,491,0.035
N011415,P004,1562,0.054
N011423,P106,1520,0.047
N011431,P088,2076,0.062
N011439,P020,2637,0.074
N011447,P083,2080,0.06
N011455,P001,2144,0.083
N011463,P094,1618,0.065
N011471,P240,2175,0.056
N011479,P215,275,0.028
N011487,P104,2052,0.042
N011495,P006,1240,0.065
N011503,P094,906,0.041
N011511,P001,1603,0.066
N011519,P094,1485,0.051
N011527,P003,1338,0.064
N011535,P094,2216,0.057
N011543,P229,1310,0.045
N011551,P200,2845,0.08
N011559,P240,2051,0.06
N011567,P031,1960,0.061
N011575,P169,2062,0.047
N011583,P001,2383,0.102
N011591,P001,2223,0.115
N011599,P002,2031,0.083
N011607,P099,1247,0.054
N011615,P104,2175,0.053
N011623,P240,308,0.03
N011631,P002,2419,0.119
N011639,P199,2523,0.071
N011647,P004,1373,0.068
N011655,P006,1808,0.078
N011663,P003,1903,0.081
N011671,P113,886,0.038
N011679,P001,2208,0.095
N011687,P214,2380,0.077
N011695,P002,2120,0.087
N011703,P094,1659,0.056
N011711,P094,1687,0.052
N011719,P183,659,0.033
N011727,P094,1155,0.039
N011735,P215,1170,0.032
N011743,P002,2097,0.093
N011751,P216,1298,0.058
N011759,P080,1474,0.047
N011767,P094,1107,0.041
N011775,P094,2451,0.06
N011783,P094,463,0.031
N011791,P094,258,0.015
N011799,P002,1469,0.048
N011807,P140,137,0.019
N011815,P189,221,0.013
N011823,P232,1375,0.03
N011831,P159,553,0.028
N011839,P122,2867,0.063
N011847,P199,2447,0.068
N011855,P211,617,0.035
N011863,P001,2193,0.08
N011871,P006,1692,0.082
N011879,P094,1683,0.058
N011887,P044,1841,0.056
N011895,P227,1976,0.056
N011903,P021,1587,0.056
N011911,P042,1103,0.04
N011919,P181,1256,0.034
N011927,P207,2390,0.066
N011935,P019,2908,0.1
N011943,P001,2156,0.084
N011951,P053,2449,0.067
N011959,P003,1473,0.06
N011967,P193,805,0.033
N011975,P227,1812,0.043
N011983,P152,2693,0.07
N011991,P002,2397,0.114
N011999,P189,148,0.03
N000008,P094,2106,0.051
N000016,P098,644,0.033
N000024,P215,1565,0.051
N000032,P207,150,0.02
N000040,P094,783,0.026
N000048,P094,1538,0.046
N000056,P002,2277,0.11
N000064,P004,640,0.041
N000072,P236,1421,0.036
N000080,P021,1151,0.041
N000088,P239,1276,0.039
N000096,P069,2222,0.052
N000104,P216,2267,0.059
N000112,P130,450,0.035
N000120,P240,1460,0.033
N000128,P006,687,0.04
N000136,P229,1058,0.031
N000144,P001,2335,0.125
N000152,P065,1357,0.043
N000160,P215,1745,0.052
N000168,P094,2596,0.061
N000176,P228,1791,0.059
N000184,P005,2141,0.105
N000192,P180,575,0.032
N000200,P002,2332,0.106
N000208,P005,2371,0.147
N000216,P094,2188,0.072
N000224,P109,1200,0.034
N000232,P026,375,0.021
N000240,P005,2092,0.068
N000248,P001,2094,0.095
N000256,P056,2385,0.069
N000264,P153,241,0.031
N000272,P094,2266,0.048
N000280,P094,370,0.031
N000288,P094,1467,0.059
N000296,P006,1416,0.07
N000304,P020,905,0.035
N000312,P167,2453,0.065
N000320,P240,1158,0.05
N000328,P004,1732,0.078
N000336,P215,576,0.028
N000344,P071,2857,0.066
N000352,P002,2320,0.119
N000360,P006,1675,0.071
N000368,P181,442,0.028
N000376,P139,2293,0.047
N000384,P002,2216,0.115
N000392,P094,779,0.034
N000400,P044,1195,0.035
N000408,P227,715,0.03
N000416,P094,548,0.025
N000424,P002,2293,0.083
N000432,P046,111,0.026
N000440,P094,1845,0.053
N000448,P230,748,0.037
N000456,P094,1070,0.026
N000464,P146,2447,0.087
N000472,P089,665,0.041
N000480,P105,324,0.021
N000488,P242,887,0.028
N000496,P094,2269,0.05
N000504,P003,1446,0.069
N000512,P079,2231,0.079
N000520,P020,1407,0.041
N000528,P093,1815,0.05
N000536,P094,710,0.03
N000544,P240,537,0.131
N000552,P163,2411,0.069
N000560,P005,2086,0.13
N000568,P005,2165,0.114
N000576,P005,2101,0.166
N000584,P094,1150,0.042
N000592,P215,1618,0.05
N000600,P134,628,0.039
N000608,P005,2157,0.091
N000616,P094,496,0.037
N000624,P094,1183,0.042
N000632,P242,2586,0.085
N000640,P005,2310,0.136
N000648,P042,1929,0.059
N000656,P001,2284,0.118
N000664,P069,1074,0.037
N000672,P002,2291,0.099
N000680,P227,1707,0.065
N000688,P020,1707,0.055
N000696,P228,884,0.031
N000704,P094,1726,0.042
N000712,P143,1040,0.04
N000720,P028,1212,0.039
N000728,P141,1113,0.04
N000736,P167,2079,0.049
N000744,P020,497,0.033
N000752,P094,250,0.019
N000760,P073,2213,0.049
N000768,P120,477,0.031
N000776,P235,890,0.031
N000784,P215,2447,0.273
N000792,P014,2128,0.07
N000800,P132,2039,0.061
N000808,P003,1148,0.058
N000816,P094,1276,0.042
N000824,P004,622,0.044
N000832,P004,1518,0.064
N000840,P001,1968,0.08
N000848,P106,566,0.035
N000856,P131,298,0.017
N000864,P198,2638,0.069
N000872,P221,161,0.028
N000880,P240,280,0.015
N000888,P094,2570,0.056
N000896,P094,1145,0.041
N000904,P225,2155,0.068
N000912,P071,2183,0.052
N000920,P181,2021,0.052
N000928,P242,78,0.02
N000936,P116,1448,0.044
N000944,P189,229,0.024
N000952,P002,2269,0.104
N000960,P005,2233,0.098
N000968,P181,1261,0.055
N000976,P039,1592,0.057
N000984,P003,1698,0.073
N000992,P044,1433,0.055
N001000,P167,2814,0.079
N001008,P001,1666,0.077
N001016,P221,100,0.021
N001024,P200,1745,0.044
N001032,P251,940,0.045
N001040,P006,946,0.042
N001048,P227,1996,0.044
N001056,P001,2543,0.126
N001064,P005,2303,0.114
N001072,P005,2423,0.123
N001080,P073,2071,0.058
N001088,P004,1662,0.075
N001096,P002,1298,0.057
N001104,P063,1488,0.052
N001112,P232,971,0.035
N001120,P240,1486,0.048
N001128,P136,967,0.042
N001136,P180,297,0.019
N001144,P181,2200,0.046
N001152,P181,2572,0.07
N001160,P004,2057,0.11
N001168,P253,853,0.041
N001176,P232,2233,0.061
N001184,P073,3043,0.09
N001192,P063,2068,0.058
N001200,P005,2012,0.109
N001208,P001,2137,0.104
N001216,P001,2220,0.11
N001224,P094,1406,0.052
N001232,P006,515,0.038
N001240,P005,1633,0.063
N001248,P003,1219,0.044
N001256,P236,2193,0.057
N001264,P114,71,0.021
N001272,P002,2226,0.095
N001280,P002,1635,0.07
N001288,P005,2308,0.11
N001296,P004,1584,0.08
N001304,P048,624,0.034
N001312,P235,895,0.034
N001320,P062,197,0.017
N001328,P183,382,0.017
N001336,P020,776,0.021
N001344,P106,1618,0.043
N001352,P003,884,0.046
N001360,P094,995,0.035
N001368,P094,1414,0.035
N001376,P003,1097,0.051
N001384,P006,660,0.03
N001392,P002,2116,0.067
N001400,P094,1904,0.064
N001408,P056,1077,0.038
N001416,P181,775,0.031
N001424,P003,1358,0.045
N001432,P003,1466,0.066
N001440,P240,2532,0.089
N001448,P153,174,0.029
N001456,P002,2231,0.096
N001464,P094,1324,0.053
N001472,P183,1002,0.041
N001480,P020,1306,0.048
N001488,P062,1645,0.053
N001496,P146,606,0.028
N001504,P200,1268,0.039
N001512,P181,1119,0.042
N001520,P003,1810,0.071
N001528,P001,1957,0.063
N001536,P060,690,0.04
N001544,P225,3008,0.081
N001552,P002,2254,0.107
N001560,P044,416,0.035
N001568,P003,1664,0.06
N001576,P005,1126,0.046
N001584,P222,874,0.033
N001592,P003,1903,0.079
N001600,P167,753,0.044
N001608,P004,1261,0.058
N001616,P004,1709,0.074
N001624,P244,55,0.017
N001632,P013,1946,0.037
N001640,P096,1205,0.049
N001648,P094,1441,0.055
N001656,P004,1180,0.054
N001664,P071,1150,0.035
N001672,P003,1788,0.066
N001680,P004,1225,0.057
N001688,P094,628,0.031
N001696,P044,574,0.023
N001704,P002,1822,0.07
N001712,P001,1435,0.066
N001720,P003,470,0.028
N001728,P003,1262,0.048
N001736,P020,913,0.037
N001744,P089,1190,0.04
N001752,P240,1512,0.054
N001760,P094,2078,0.052
N001768,P232,2028,0.048
N001776,P003,785,0.052
N001784,P004,1404,0.056
N001792,P073,1599,0.054
N001800,P041,1780,0.063
N001808,P094,705,0.029
N001816,P003,1683,0.057
N001824,P005,2086,0.108
N001832,P003,1283,0.063
N001840,P020,136,0.022
N001848,P006,1665,0.059
N001856,P094,277,0.024
N001864,P006,1691,0.065
N001872,P001,2358,0.125
N001880,P005,2411,0.119
N001888,P033,2248,0.069
N001896,P215,1641,0.062
N001904,P255,2257,0.055
N001912,P002,2239,0.105
N001920,P216,2472,0.069
N001928,P002,2167,0.086
N001936,P221,1957,0.052
N001944,P005,2381,0.105
N001952,P006,1741,0.07
N001960,P094,1165,0.035
N001968,P006,771,0.035
N001976,P137,2321,0.056
N001984,P003,722,0.043
N001992,P013,663,0.022
N002000,P173,793,0.024
N002008,P026,1461,0.048
N002016,P094,1865,0.062
N002024,P240,3003,0.091
N002032,P095,2061,0.064
N002040,P189,1200,0.053
N002048,P146,1890,0.065
N002056,P004,1163,0.049
N002064,P002,2177,0.094
N002072,P006,982,0.052
N002080,P005,2202,0.093
N002088,P006,686,0.04
N002096,P001,2210,0.081
N002104,P194,832,0.043
N002112,P044,1821,0.059
N002120,P094,1460,0.05
N002128,P005,1800,0.069
N002136,P088,569,0.028
N002144,P253,2596,0.056
N002152,P006,1346,0.064
N002160,P006,1581,0.057
N002168,P001,1971,0.09
N002176,P215,2387,0.085
N002184,P238,1658,0.053
N002192,P002,2193,0.09
N002200,P004,682,0.045
N002208,P098,591,0.025
N002216,P094,1438,0.044
N002224,P003,1724,0.066
N002232,P199,1816,0.047
N002240,P136,842,0.037
N002248,P092,884,0.027
N002256,P125,826,0.026
N002264,P002,2378,0.114
N002272,P172,255,0.03
N002280,P003,741,0.023
N002288,P094,756,0.028
N002296,P163,875,0.031
N002304,P006,1133,0.044
N002312,P094,2825,0.068
N002320,P004,1654,0.07
N002328,P221,104,0.021
N002336,P004,915,0.039
N002344,P001,1639,0.057
N002352,P181,1773,0.057
N002360,P006,1842,0.074
N002368,P006,1184,0.051
N002376,P004,1228,0.052
N002384,P004,1330,0.047
N002392,P020,2531,0.064
N002400,P013,172,0.028
N002408,P004,1358,0.047
N002416,P002,2225,0.096
N002424,P147,2205,0.059
N002432,P001,2109,0.08
N002440,P165,2437,0.067
N002448,P006,1710,0.076
N002456,P044,1327,0.042
N002464,P097,1412,0.093
N002472,P094,576,0.045
N002480,P001,2370,0.094
N002488,P114,658,0.044
N002496,P240,749,0.042
N002504,P200,1501,0.053
N002512,P199,511,0.057
N002520,P054,2525,0.08
N002528,P042,2233,0.077
N002536,P088,1105,0.048
N002544,P001,973,0.042
N002552,P002,2273,0.117
N002560,P214,1526,0.052
N002568,P042,1171,0.04
N002576,P094,260,0.019
N002584,P006,1807,0.073
N002592,P240,1317,0.046
N002600,P002,2099,0.091
N002608,P094,1397,0.056
N002616,P094,1185,0.041
N002624,P006,1416,0.065
N002632,P006,1451,0.052
N002640,P094,1302,0.058
N002648,P061,2847,0.081
N002656,P001,2298,0.123
N002664,P181,420,0.036
N002672,P004,1157,0.048
N002680,P141,2637,0.07
N002688,P002,2269,0.132
N002696,P003,981,0.055
N002704,P044,916,0.04
N002712,P002,1866,0.076
N002720,P013,73,0.02
N002728,P094,1197,0.044
N002736,P044,2614,0.066
N002744,P041,1404,0.051
N002752,P005,2514,0.153
N002760,P250,967,0.05
N002768,P004,1581,0.256
N002776,P006,1330,0.077
N002784,P005,2322,0.167
N002792,P001,2392,0.251
N002800,P037,364,0.046
N002808,P200,2672,0.081
N002816,P200,2075,0.068
N002824,P003,1553,0.1
N002832,P189,1490,0.048
N002840,P020,1037,0.057
N002848,P006,1385,0.074
N002856,P094,1714,0.054
N002864,P005,2155,0.145
N002872,P227,1691,0.065
N002880,P001,2714,0.159
N002888,P006,1686,0.089
N002896,P215,579,0.032
N002904,P125,620,0.026
N002912,P140,133,0.019
N002920,P052,2588,0.066
N002928,P004,1620,0.08
N002936,P001,2387,0.112
N002944,P003,1574,0.072
N002952,P076,956,0.049
N002960,P003,1409,0.072
N002968,P013,129,0.023
N002976,P094,1430,0.046
N002984,P228,1538,0.052
N002992,P003,968,0.046
N003000,P193,2569,0.066
N003008,P211,421,0.038
N003016,P046,118,0.016
N003024,P094,350,0.024
N003032,P001,2080,0.065
N003040,P006,1621,0.08
N003048,P240,430,0.028
N003056,P088,1005,0.034
N003064,P094,250,0.023
N003072,P240,868,0.027
N003080,P005,2154,0.087
N003088,P213,933,0.039
N003096,P005,2273,0.108
N003104,P006,611,0.045
N003112,P004,1745,0.065
N003120,P006,670,0.041
N003128,P013,67,0.016
N003136,P020,2697,0.079
N003144,P001,2132,0.099
N003152,P197,1324,0.048
N003160,P091,709,0.035
N003168,P087,2286,0.058
N003176,P002,2321,0.133
N003184,P240,995,0.047
N003192,P001,2317,0.116
N003200,P061,1224,0.045
N003208,P003,1216,0.061
N003216,P234,1364,0.052
N003224,P005,2265,0.116
N003232,P004,1025,0.061
N003240,P094,1101,0.038
N003248,P001,1616,0.067
N003256,P005,1967,0.1
N003264,P097,368,0.036
N003272,P109,1120,0.036
N003280,P006,1268,0.058
N003288,P001,777,0.042
N003296,P229,1151,0.039
N003304,P006,1462,0.062
N003312,P240,1366,0.046
N003320,P255,1681,0.054
N003328,P065,607,0.035
N003336,P004,1698,0.069
N003344,P002,2238,0.101
N003352,P006,900,0.05
N003360,P020,147,0.018
N003368,P001,2178,0.093
N003376,P094,2193,0.081
N003384,P215,397,0.031
N003392,P215,3027,0.095
N003400,P200,1118,0.055
N003408,P003,1417,0.049
N003416,P240,1439,0.055
N003424,P002,2450,0.127
N003432,P001,2257,0.121
N003440,P141,2056,0.06
N003448,P003,768,0.042
N003456,P003,890,0.043
N003464,P200,884,0.03
N003472,P249,2064,0.051
N003480,P004,1320,0.052
N003488,P240,1018,0.046
N003496,P236,1570,0.051
N003504,P006,962,0.046
N003512,P146,902,0.035
N003520,P229,2523,0.062
N003528,P006,601,0.042
N003536,P020,2646,0.071
N003544,P013,100,0.029
N003552,P001,2397,0.092
N003560,P001,2316,0.111
N003568,P094,2058,0.062
N003576,P005,1483,0.07
N003584,P003,1335,0.068
N003592,P089,2250,0.056
N003600,P020,1888,0.063
N003608,P002,2256,0.117
N003616,P094,2269,0.066
N003624,P240,1979,0.053
N003632,P005,2237,0.099
N003640,P001,776,0.044
N003648,P046,215,0.019
N003656,P215,1782,0.047
N003664,P042,1468,0.054
N003672,P006,1052,0.049
N003680,P192,430,0.023
N003688,P005,2322,0.12
N003696,P005,2130,0.085
N003704,P116,2146,0.076
N003712,P094,1002,0.04
N003720,P046,218,0.022
N003728,P081,2214,0.062
N003736,P094,1016,0.042
N003744,P041,1209,0.043
N003752,P179,356,0.026
N003760,P094,1651,0.044
N003768,P188,977,0.038
N003776,P122,3086,0.085
N003784,P240,1701,0.06
N003792,P129,1473,0.056
N003800,P073,983,0.042
N003808,P001,2358,0.092
N003816,P002,2282,0.103
N003824,P094,1964,0.057
N003832,P200,1924,0.06
N003840,P231,1653,0.063
N003848,P006,781,0.043
N003856,P094,818,0.033
N003864,P004,775,0.033
N003872,P066,125,0.017
N003880,P005,2228,0.084
N003888,P003,765,0.044
N003896,P004,1224,0.057
N003904,P002,2239,0.108
N003912,P227,1978,0.058
N003920,P202,2538,0.079
N003928,P006,1208,0.07
N003936,P004,1146,0.051
N003944,P229,432,0.028
N003952,P002,2119,0.076
N003960,P071,650,0.04
N003968,P002,2253,0.123
N003976,P079,1922,0.059
N003984,P004,984,0.047
N003992,P235,1887,0.058
N004000,P219,752,0.038
N004008,P248,1915,0.044
N004016,P002,1694,0.07
N004024,P094,2069,0.055
N004032,P094,2510,0.083
N004040,P232,245,0.031
N004048,P005,2356,0.102
N004056,P191,639,0.038
N004064,P034,1115,0.038
N004072,P150,1827,0.05
N004080,P002,2260,0.113
N004088,P181,750,0.042
N004096,P135,2026,0.058
N004104,P006,1022,0.047
N004112,P002,2273,0.118
N004120,P003,968,0.059
N004128,P225,2010,0.059
N004136,P020,2729,0.083
N004144,P001,2292,0.132
N004152,P019,1274,0.053
N004160,P094,2669,0.071
N004168,P001,1359,0.067
N004176,P004,1093,0.049
N004184,P002,2379,0.129
N004192,P172,3042,0.091
N004200,P073,814,0.045
N004208,P112,806,0.035
N004216,P050,926,0.033
N004224,P166,626,0.033
N004232,P245,66,0.015
N004240,P147,395,0.017
N004248,P169,2104,0.047
N004256,P006,1536,0.067
N004264,P120,1963,0.048
N004272,P014,615,0.034
N004280,P240,1486,0.045
N004288,P202,70,0.02
N004296,P111,390,0.018
N004304,P096,1711,0.039
N004312,P231,2020,0.055
N004320,P001,2200,0.098
N004328,P052,1927,0.055
N004336,P231,1489,0.046
N004344,P094,1210,0.04
N004352,P094,477,0.029
N004360,P227,1242,0.04
N004368,P020,494,0.029
N004376,P005,1336,0.058
N004384,P078,2160,0.075
N004392,P001,2204,0.11
N004400,P002,1989,0.082
N004408,P240,1970,0.074
N004416,P094,932,0.035
N004424,P001,2161,0.095
N004432,P094,2403,0.075
N004440,P081,1099,0.047
N004448,P143,564,0.031
N004456,P002,1858,0.075
N004464,P228,782,0.042
N004472,P203,2590,0.065
N004480,P091,1507,0.06
N004488,P003,2007,0.095
N004496,P228,971,0.038
N004504,P200,225,0.018
N004512,P003,1423,0.062
N004520,P098,324,0.024
N004528,P235,1547,0.041
N004536,P044,2590,0.07
N004544,P005,2352,0.129
N004552,P184,1327,0.051
N004560,P087,2717,0.082
N004568,P005,2186,0.1
N004576,P013,168,0.027
N004584,P242,1591,0.049
N004592,P180,336,0.022
N004600,P004,1260,0.055
N004608,P004,982,0.046
N004616,P084,115,0.016
N004624,P005,1967,0.087
N004632,P004,2024,0.096
N004640,P122,551,0.03
N004648,P239,2923,0.07
N004656,P006,1444,0.07
N004664,P005,2221,0.095
N004672,P001,2133,0.094
N004680,P001,2220,0.1
N004688,P094,2068,0.059
N004696,P200,2005,0.063
N004704,P156,1896,0.048
N004712,P001,2126,0.098
N004720,P131,159,0.027
N004728,P006,1453,0.047
N004736,P001,2132,0.104
N004744,P094,630,0.041
N004752,P004,1096,0.048
N004760,P232,637,0.03
N004768,P161,2132,0.051
N004776,P006,1636,0.073
N004784,P227,2008,0.052
N004792,P228,1281,0.037
N004800,P094,1057,0.041
N004808,P094,2390,0.057
N004816,P229,1066,0.052
N004824,P181,1749,0.052
N004832,P215,808,0.037
N004840,P143,1764,0.075
N004848,P002,2349,0.166
N004856,P001,2328,0.116
N004864,P189,2438,0.081
N004872,P255,159,0.298
N004880,P094,931,0.052
N004888,P002,2100,0.133
N004896,P044,829,0.06
N004904,P044,1281,0.08
N004912,P233,72,0.026
N004920,P001,2262,0.099
N004928,P020,1021,0.047
N004936,P096,860,0.034
N004944,P002,2328,0.138
N004952,P001,1968,0.11
N004960,P094,368,0.036
N004968,P189,598,0.03
N004976,P215,598,0.019
N004984,P004,1391,0.057
N004992,P003,1480,0.076
N005000,P058,1399,0.044
N005008,P005,2401,0.094
N005016,P004,1017,0.054
N005024,P171,1115,0.044
N005032,P006,1686,0.071
N005040,P235,391,0.032
N005048,P227,490,0.021
N005056,P253,1169,0.038
N005064,P006,1935,0.087
N005072,P005,2436,0.152
N005080,P003,1210,0.069
N005088,P225,1797,0.048
N005096,P144,2187,0.069
N005104,P064,1202,0.05
N005112,P020,726,0.033
N005120,P189,511,0.027
N005128,P004,1628,0.065
N005136,P094,2441,0.086
